target_end_date,value,output_type_id,horizon,output_type,model_id,reference_date,location,target
2025-09-20,520.35418,0.8,3,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-08-30,969.53738,0.85,0,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-09-06,661.04286,0.85,1,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-09-13,907.34035,0.85,2,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-09-20,965.62246,0.85,3,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-08-30,1763.3013,0.9,0,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-09-06,1236.3326,0.9,1,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-09-13,1861.2381,0.9,2,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-09-20,2382.9542,0.9,3,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-08-30,4615.9996,0.95,0,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-09-06,3930.229,0.95,1,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-09-13,5874.4763,0.95,2,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-09-20,7459.1596,0.95,3,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-08-30,11293.048,0.975,0,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-09-06,12320.772,0.975,1,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-09-13,12995.863,0.975,2,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-09-20,20472.199,0.975,3,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-08-30,36887.942,0.99,0,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-09-06,33176.984,0.99,1,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-09-13,39501.529,0.99,2,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-09-20,78987.602,0.99,3,quantile,EpiAutoGP,2025-08-30,09,wk inc covid hosp
2025-08-30,3.1817835,0.01,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,1.9888628,0.01,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,1.373289,0.01,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,1.0278918,0.01,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,4.587603,0.025,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,3.1718231,0.025,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,2.478412,0.025,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,2.0281098,0.025,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,6.4560469,0.05,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,5.0106228,0.05,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,3.843981,0.05,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,3.2047976,0.05,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,8.8158732,0.1,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,7.4808512,0.1,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,6.4632825,0.1,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,5.32645,0.1,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,10.646294,0.15,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,9.5967529,0.15,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,8.6896336,0.15,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,7.5954003,0.15,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,12.251135,0.2,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,11.484894,0.2,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,10.558062,0.2,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,9.9594839,0.2,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,14.043703,0.25,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,13.029519,0.25,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,12.676171,0.25,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,11.725547,0.25,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,15.564411,0.3,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,14.752486,0.3,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,14.694832,0.3,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,13.75168,0.3,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,17.168499,0.35,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,16.272636,0.35,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,16.600994,0.35,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,16.135415,0.35,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,18.822312,0.4,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,18.089988,0.4,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,18.634303,0.4,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,18.491268,0.4,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,20.803847,0.45,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,20.292398,0.45,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,21.084497,0.45,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,20.916171,0.45,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,23.138793,0.5,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,22.283028,0.5,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,23.719539,0.5,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,24.055737,0.5,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,25.793717,0.55,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,25.392115,0.55,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,27.104823,0.55,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,27.274071,0.55,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,28.740411,0.6,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,29.115628,0.6,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,31.52783,0.6,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,32.061622,0.6,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,32.403957,0.65,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,33.626106,0.65,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,37.230306,0.65,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,39.173074,0.65,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,36.821766,0.7,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,39.983114,0.7,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,43.757396,0.7,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,46.469845,0.7,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,42.554033,0.75,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,49.92219,0.75,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,53.891856,0.75,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,59.472847,0.75,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,51.181826,0.8,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,58.895245,0.8,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,69.831142,0.8,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,77.481238,0.8,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,61.840723,0.85,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,78.185549,0.85,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,88.79082,0.85,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,106.97077,0.85,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,83.679672,0.9,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,104.3591,0.9,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,131.03636,0.9,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,170.24648,0.9,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,114.65285,0.95,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,169.90702,0.95,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,246.83499,0.95,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,305.65962,0.95,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,173.11992,0.975,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,257.53267,0.975,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,430.66054,0.975,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,548.26465,0.975,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,259.91635,0.99,0,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-06,454.01396,0.99,1,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-13,661.14899,0.99,2,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-09-20,926.08277,0.99,3,quantile,EpiAutoGP,2025-08-30,11,wk inc covid hosp
2025-08-30,2.9969858,0.01,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,2.3992267,0.01,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,1.8819365,0.01,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,1.4563338,0.01,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,4.1566995,0.025,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,3.1774548,0.025,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,2.8451584,0.025,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,2.395138,0.025,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,5.0239453,0.05,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,4.5602,0.05,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,4.0332973,0.05,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,3.4616478,0.05,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,6.6412894,0.1,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,6.0944516,0.1,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,5.6356431,0.1,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,5.2228777,0.1,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,7.7362986,0.15,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,7.2207156,0.15,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,6.9621618,0.15,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,6.5658404,0.15,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,8.8466296,0.2,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,8.3630803,0.2,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,8.0763137,0.2,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,7.9711125,0.2,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,9.9134605,0.25,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,9.5565683,0.25,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,9.3716733,0.25,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,9.17972,0.25,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,10.862637,0.3,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,10.618771,0.3,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,10.444318,0.3,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,10.5442,0.3,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,11.947879,0.35,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,11.862904,0.35,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,11.880609,0.35,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,12.042947,0.35,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,12.949209,0.4,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,12.99661,0.4,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,13.369008,0.4,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,13.656546,0.4,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,13.950817,0.45,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,14.279209,0.45,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,14.866884,0.45,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,15.657065,0.45,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,15.081235,0.5,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,15.768458,0.5,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,16.554887,0.5,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,17.661472,0.5,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,16.336067,0.55,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,17.098036,0.55,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,18.402899,0.55,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,20.108898,0.55,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,17.595134,0.6,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,18.864707,0.6,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,20.879713,0.6,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,22.86535,0.6,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,18.928886,0.65,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,20.97326,0.65,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,23.307308,0.65,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,25.286565,0.65,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,20.471904,0.7,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,23.423506,0.7,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,25.966814,0.7,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,29.121209,0.7,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,22.354678,0.75,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,26.540289,0.75,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,29.064839,0.75,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,34.264679,0.75,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,24.573111,0.8,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,29.677242,0.8,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,34.760769,0.8,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,40.53458,0.8,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,27.523402,0.85,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,33.977132,0.85,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,41.271043,0.85,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,50.832937,0.85,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,32.612815,0.9,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,40.285248,0.9,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,52.456867,0.9,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,65.234231,0.9,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,42.066319,0.95,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,55.324662,0.95,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,70.072257,0.95,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,96.138876,0.95,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,48.418589,0.975,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,69.6735,0.975,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,99.029032,0.975,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,131.82601,0.975,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,61.880917,0.99,0,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-06,93.356493,0.99,1,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-13,130.15332,0.99,2,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-09-20,189.6692,0.99,3,quantile,EpiAutoGP,2025-08-30,10,wk inc covid hosp
2025-08-30,366.03179,0.01,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,263.10932,0.01,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,232.02898,0.01,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,196.37014,0.01,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,420.92713,0.025,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,334.79164,0.025,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,286.68897,0.025,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,265.84179,0.025,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,493.12722,0.05,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,411.26916,0.05,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,353.0416,0.05,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,307.47676,0.05,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,592.43623,0.1,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,517.54285,0.1,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,463.01478,0.1,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,404.97459,0.1,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,676.96546,0.15,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,599.29573,0.15,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,544.2737,0.15,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,490.88428,0.15,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,761.39837,0.2,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,686.32442,0.2,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,616.28533,0.2,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,555.48531,0.2,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,827.19077,0.25,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,756.1454,0.25,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,687.29627,0.25,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,628.32071,0.25,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,882.55741,0.3,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,828.46527,0.3,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,753.26212,0.3,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,706.47143,0.3,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,937.75482,0.35,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,893.55027,0.35,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,816.8263,0.35,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,770.36503,0.35,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,1010.1371,0.4,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,977.2856,0.4,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,899.37168,0.4,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,846.16804,0.4,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,1074.3817,0.45,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,1055.6716,0.45,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,975.56628,0.45,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,924.87095,0.45,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,1145.3451,0.5,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,1125.7821,0.5,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,1052.1118,0.5,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,1025.9044,0.5,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,1222.4141,0.55,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,1203.7437,0.55,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,1142.4823,0.55,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,1128.8917,0.55,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,1298.7811,0.6,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,1295.362,0.6,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,1259.2944,0.6,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,1257.2127,0.6,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,1399.5851,0.65,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,1394.3876,0.65,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,1360.2863,0.65,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,1356.8036,0.65,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,1497.8976,0.7,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,1516.6943,0.7,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,1509.5657,0.7,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,1477.1415,0.7,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,1622.2373,0.75,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,1640.5396,0.75,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,1661.7372,0.75,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,1625.4904,0.75,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-08-30,1765.5485,0.8,0,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-06,1809.6866,0.8,1,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-13,1850.1082,0.8,2,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
2025-09-20,1800.1868,0.8,3,quantile,EpiAutoGP,2025-08-30,12,wk inc covid hosp
